variant,mode,n_positions,kl_a_to_b_mean_bits,kl_b_to_a_mean_bits,js_mean_bits,kl_max_bits,js_max_bits,skip_prefill_next
fp8,multi,504,0.23045660167134407,0.24655045866727804,0.013997107666494231,33.01383093546095,0.9999996587825336,1
fp8,single,16,0.005522589990048503,0.005521564140408395,0.0013787607269068593,0.013194470009375342,0.0032705275625422685,
nvfp4,multi,504,0.5074518376531523,0.5725362211194074,0.04337985045989831,29.799343108159196,0.9999986268866284,1
nvfp4,single,16,0.29945563273870707,0.14750300580212952,0.03606513809797973,3.926225989111929,0.3711984105244413,
bf16-self,multi,504,0.02693099977475214,0.03279225450748209,0.003027372310125914,10.895700807645136,0.983528192378799,1
bf16-self,single,16,0.0007589492771732217,0.0007611668288633264,0.0001899619968237661,0.002937109298422982,0.000735615480631868,
