experiment,build,config,phase,rep,cell,concurrency,context_tokens,aggregate_tps,per_request_avg_tps,ttft_avg_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,itl_avg_ms,itl_p50_ms,itl_p90_ms,itl_p99_ms,output_tps_per_user_avg,output_tps_per_user_p50,e2e_output_tps_per_user_avg,server_gen_throughput,server_utilization,spec_accept_rate,spec_accept_length,avg_running_reqs,max_running_reqs,queue_fraction,completed_request_count,num_errors,capacity_limited,underfilled,warmup_timed_out,measurement_seconds,source_file
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c8-ctx65536,8,65536,527.417,65.927,807.306,529.23,1775.11,1900.388,13.971,14.385,15.712,16.002,72.791,69.516,65.633,527.417,0.182,0.2474,0.0,7.9,8,0.0,15,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c8-ctx134144,8,134144,464.667,58.083,1848.141,1709.111,3518.351,3523.566,16.626,16.713,17.552,18.574,60.343,59.836,54.932,464.667,0.2536,0.1726,0.0,7.9,8,0.0,8,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c16-ctx0,16,0,892.582,55.786,212.902,190.876,305.016,306.868,17.636,17.564,19.42,19.742,56.935,56.934,56.336,892.582,0.2575,0.2152,0.0,16.0,16,0.0,16,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c16-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c16-ctx16384,16,16384,884.654,55.291,855.429,328.271,1505.626,1514.893,17.636,17.613,18.885,19.861,56.885,56.776,54.28,884.654,0.2762,0.2105,0.0,16.0,16,0.0,16,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c16-ctx32768,16,32768,812.072,50.754,1638.825,541.436,3055.839,3062.043,19.022,18.934,20.517,21.647,52.756,52.816,47.922,812.072,0.2917,0.1632,0.0,15.9,16,0.0,16,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c16-ctx65536,16,65536,773.664,48.354,2196.05,1928.692,4184.208,4189.478,19.847,19.616,21.573,22.55,50.639,50.982,44.433,773.664,0.3096,0.2165,0.0,15.9,16,0.0,16,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c16-ctx134144,16,134144,635.242,39.703,3864.964,3394.888,6942.998,7573.043,23.211,22.835,26.307,26.752,43.488,43.792,35.568,635.242,0.3656,0.2412,0.0,15.8,16,0.0,16,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c32-ctx0,32,0,1114.556,34.83,348.874,321.865,443.512,444.898,25.49,26.464,29.903,31.932,41.538,37.788,35.208,1114.556,0.4746,0.2497,0.0,31.9,32,0.0,31,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c32-ctx16384,32,16384,1089.538,34.048,1589.076,1754.145,3083.577,3089.125,25.948,27.492,30.463,32.275,41.178,36.374,33.878,1089.538,0.4956,0.2743,0.0,31.9,32,0.0,28,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c32-ctx32768,32,32768,1021.146,31.911,3934.176,5831.026,5849.164,5853.034,28.59,30.161,33.067,33.692,36.277,33.156,31.964,1021.146,0.5524,0.2684,0.0,31.9,32,0.0,12,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c32-ctx65536,32,65536,923.242,28.851,6645.843,7199.683,8161.517,8177.307,32.58,33.726,35.787,36.445,31.749,29.651,30.056,923.242,0.5765,0.2222,0.0,32,32,0.0,4,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,2,c32-ctx134144,32,134144,779.977,24.374,11904.322,15701.237,16358.526,16391.365,37.153,38.18,40.892,42.406,27.699,26.192,26.583,779.977,0.1377,0.2156,0.0,32.0,32,0.0,3,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run2/c32-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c1-ctx0,1,0,89.755,89.755,69.811,72.608,73.6,73.823,10.933,10.476,11.733,12.016,91.927,95.46,89.936,89.904,0.0163,0.3371,0.0,1,1,0.0,2,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c1-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c1-ctx16384,1,16384,89.919,89.919,144.332,143.782,145.578,145.982,10.929,11.031,11.174,11.207,91.557,90.658,92.174,89.919,0.0311,0.1136,0.0,1.0,1,0.0,2,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c1-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c1-ctx32768,1,32768,88.692,88.692,229.367,229.737,230.426,230.581,11.105,11.041,11.318,11.38,90.082,90.572,90.335,88.692,0.0459,0.1641,0.0,1,1,0.0,2,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c1-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c1-ctx65536,1,65536,90.122,90.122,291.305,290.322,293.123,293.753,10.879,10.728,11.276,11.399,92.034,93.215,90.316,90.122,0.0762,0.1411,0.0,1.0,1,0.0,2,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c1-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c1-ctx134144,1,134144,80.997,80.997,506.97,500.445,516.292,519.858,11.773,11.897,12.53,12.672,85.344,84.052,79.882,80.997,0.1385,0.2292,0.0,1,1,0.0,2,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c1-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c2-ctx0,2,0,164.5,82.25,123.766,134.478,137.792,140.182,11.81,11.592,12.964,13.024,85.175,86.267,81.364,164.5,0.0311,0.1934,0.0,2,2,0.0,4,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c2-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c2-ctx16384,2,16384,174.676,87.338,211.924,202.033,242.943,278.254,11.252,11.267,11.917,12.26,89.192,88.76,88.96,174.676,0.0475,0.1914,0.0,2,2,0.0,4,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c2-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c2-ctx32768,2,32768,168.24,84.12,303.209,272.606,366.991,426.383,11.679,11.679,12.036,12.076,85.691,85.642,85.022,168.24,0.0622,0.1552,0.0,2.0,2,0.0,4,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c2-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c2-ctx65536,2,65536,166.24,83.12,408.22,364.156,499.12,560.498,11.738,11.779,12.513,12.742,85.528,84.901,82.545,166.24,0.0918,0.2042,0.0,2.0,2,0.0,4,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c2-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c2-ctx134144,2,134144,159.404,79.702,699.616,581.835,952.923,955.084,12.129,12.4,12.81,12.934,82.732,80.642,79.033,159.404,0.154,0.1767,0.0,2.0,2,0.0,4,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c2-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c4-ctx0,4,0,323.076,80.769,135.711,138.672,150.262,150.457,12.123,12.147,12.94,13.48,82.809,82.33,81.621,323.076,0.0622,0.2147,0.0,4,4,0.0,8,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c4-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c4-ctx16384,4,16384,338.466,84.616,274.755,208.901,460.211,462.789,11.684,11.879,12.605,12.84,85.898,84.184,84.725,338.466,0.0794,0.2146,0.0,4.0,4,0.0,8,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c4-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c4-ctx32768,4,32768,323.472,80.868,430.827,283.59,825.042,827.606,12.031,12.017,12.808,12.905,83.345,83.217,80.879,323.472,0.0949,0.194,0.0,4.0,4,0.0,8,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c4-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c4-ctx65536,4,65536,314.816,78.704,587.155,383.032,967.077,1002.855,12.251,12.285,13.092,13.261,81.872,81.4,78.233,314.816,0.1221,0.1719,0.0,4.0,4,0.0,8,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c4-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c4-ctx134144,4,134144,283.842,70.96,999.031,615.484,1875.089,1898.474,13.262,13.204,14.726,15.038,75.882,75.736,69.621,283.842,0.1852,0.2118,0.0,3.9,4,0.0,8,0,False,True,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c4-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c8-ctx0,8,0,572.291,71.536,152.643,148.669,179.226,186.306,13.352,13.404,14.755,15.124,75.402,74.605,71.831,572.291,0.1221,0.2758,0.0,8.0,8,0.0,16,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c8-ctx16384,8,16384,579.346,72.418,385.353,225.305,827.867,831.28,13.165,13.138,14.75,15.013,76.632,76.113,71.827,579.346,0.1385,0.2764,0.0,8.0,8,0.0,16,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c8-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c8-ctx32768,8,32768,541.335,67.667,708.998,482.957,1545.139,1547.022,13.223,13.892,15.542,15.933,80.073,71.986,67.561,541.335,0.154,0.3299,0.0,8.0,8,0.0,16,0,False,False,False,60.27,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c8-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c8-ctx65536,8,65536,522.158,65.27,1007.495,393.058,2051.286,2057.007,14.48,15.091,16.092,16.948,70.83,66.264,64.794,522.158,0.0,0.2188,0.0,8.0,8,0.0,13,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c8-ctx134144,8,134144,480.201,60.025,1943.874,904.08,3827.591,3833.217,15.758,16.053,17.224,17.516,64.375,62.294,56.952,480.201,0.2521,0.2443,0.0,8.0,8,0.0,9,0,False,False,False,60.39,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c16-ctx0,16,0,885.316,55.332,230.209,202.999,294.037,294.595,17.726,17.636,18.984,20.606,56.657,56.71,54.724,885.349,0.2606,0.2418,0.0,16.0,16,0.0,16,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c16-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c16-ctx16384,16,16384,838.506,52.407,909.248,376.065,1611.002,1615.492,18.537,18.333,19.991,20.616,54.127,54.548,50.934,838.506,0.2777,0.1816,0.0,15.9,16,0.0,16,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c16-ctx32768,16,32768,835.81,52.238,1673.666,975.157,3059.006,3065.021,18.503,18.266,19.966,21.844,54.303,54.748,49.059,835.81,0.2902,0.2138,0.0,16.0,16,0.0,16,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c16-ctx65536,16,65536,774.884,48.43,1836.461,859.909,3995.466,4004.829,19.881,19.801,21.241,22.386,50.471,50.502,45.638,774.884,0.3096,0.24,0.0,15.9,16,0.0,16,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c16-ctx134144,16,134144,678.709,42.419,3356.879,2237.778,7719.148,7765.157,22.117,21.986,24.778,25.512,45.553,45.483,38.787,678.709,0.3742,0.226,0.0,15.8,16,0.0,16,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c32-ctx0,32,0,1123.499,35.109,362.891,294.414,480.553,482.367,25.739,26.46,29.449,31.241,39.727,37.793,35.301,1123.499,0.473,0.2371,0.0,31.9,32,0.0,32,0,False,False,False,60.4,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c32-ctx16384,32,16384,1107.631,34.613,1628.924,1590.806,3127.961,3135.303,26.586,27.083,30.623,34.813,38.994,36.923,34.442,1107.631,0.494,0.2749,0.0,31.9,32,0.0,28,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c32-ctx32768,32,32768,1006.158,31.442,3707.804,4001.456,5747.539,5754.953,28.684,30.662,33.556,34.43,37.058,32.614,32.024,1006.158,0.543,0.24,0.0,31.9,32,0.0,11,0,False,False,False,60.42,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c32-ctx65536,32,65536,938.002,29.313,4637.228,3692.492,7643.893,7663.997,31.104,32.252,35.25,35.866,33.139,31.005,30.385,938.002,0.0895,0.2579,0.0,31.9,32,0.0,11,0,False,False,False,60.45,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,3,c32-ctx134144,32,134144,786.164,24.568,12234.607,9961.902,15735.526,15775.299,38.434,38.521,41.363,42.48,26.109,25.96,26.034,786.164,0.1377,0.2365,0.0,32.0,32,0.0,1,0,False,False,False,60.43,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run3/c32-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c1-ctx0,1,0,94.931,94.931,66.836,68.616,74.62,74.926,9.385,10.333,10.798,10.962,113.581,96.781,94.64,94.931,0.0148,0.4435,0.0,1,1,0.0,3,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c1-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c1-ctx16384,1,16384,87.067,87.067,142.881,142.932,146.305,147.065,11.348,11.378,11.437,11.451,88.125,87.889,87.115,87.067,0.0311,0.0909,0.0,1.0,1,0.0,2,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c1-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c1-ctx32768,1,32768,84.553,84.553,230.252,230.459,231.312,231.504,11.522,11.437,11.914,12.021,86.891,87.433,84.501,84.553,0.0459,0.197,0.0,1,1,0.0,2,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c1-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c1-ctx65536,1,65536,85.162,85.162,291.201,291.183,295.086,295.965,11.497,11.476,11.932,12.035,87.111,87.14,86.078,85.162,0.0762,0.2227,0.0,1,1,0.0,2,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c1-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c1-ctx134144,1,134144,84.179,84.179,501.199,502.359,502.588,502.639,11.557,11.55,11.659,11.684,86.535,86.582,85.246,84.179,0.1385,0.2125,0.0,1.0,1,0.0,2,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c1-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c2-ctx0,2,0,169.842,84.921,123.233,133.331,138.106,142.237,11.557,11.788,11.871,11.883,86.637,84.834,85.845,169.842,0.0319,0.2363,0.0,2,2,0.0,4,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c2-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c2-ctx16384,2,16384,175.435,87.718,211.512,201.287,241.671,277.375,11.138,11.074,11.682,11.776,89.936,90.351,87.752,175.435,0.0475,0.2344,0.0,2,2,0.0,4,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c2-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c2-ctx32768,2,32768,164.051,82.025,311.498,283.801,380.19,450.328,11.825,11.625,12.657,13.053,84.842,86.089,81.68,164.051,0.0622,0.2339,0.0,2.0,2,0.0,4,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c2-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c2-ctx65536,2,65536,169.592,84.796,406.206,365.18,489.534,539.802,11.552,11.453,12.64,12.671,87.067,87.407,85.559,169.592,0.0926,0.2167,0.0,2,2,0.0,4,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c2-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c2-ctx134144,2,134144,165.103,82.551,677.299,585.98,885.443,918.772,11.789,11.769,12.306,12.356,84.938,84.976,82.757,165.103,0.154,0.2198,0.0,2,2,0.0,4,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c2-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c4-ctx0,4,0,330.463,82.616,142.061,138.904,175.565,176.347,11.872,11.826,12.856,13.058,84.538,84.579,82.96,330.463,0.063,0.2198,0.0,4.0,4,0.0,8,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c4-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c4-ctx16384,4,16384,319.351,79.838,284.56,211.448,493.381,494.414,12.161,11.805,13.297,13.642,82.58,84.709,78.97,319.351,0.0794,0.236,0.0,4.0,4,0.0,8,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c4-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c4-ctx32768,4,32768,319.023,79.756,425.366,286.639,793.72,794.592,12.163,11.984,13.88,14.946,83.192,83.464,78.972,319.156,0.0934,0.2231,0.0,4.0,4,0.0,8,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c4-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c4-ctx65536,4,65536,316.118,79.03,620.107,505.16,1087.544,1090.987,12.179,12.004,13.166,13.37,82.52,83.303,77.405,316.118,0.1221,0.2672,0.0,3.9,4,0.0,8,0,False,False,False,60.39,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c4-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c4-ctx134144,4,134144,295.926,73.981,1038.663,631.577,1982.232,1988.4,12.75,12.617,14.029,14.367,78.936,79.295,72.123,295.926,0.1844,0.2685,0.0,3.9,4,0.0,8,0,False,True,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c4-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c8-ctx0,8,0,578.573,72.322,175.86,149.702,262.121,263.141,13.354,13.251,14.402,15.208,75.207,75.471,72.6,578.573,0.1206,0.2602,0.0,8.0,8,0.0,16,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c8-ctx16384,8,16384,576.426,72.053,399.441,234.72,700.082,802.249,13.327,13.285,14.526,15.018,75.481,75.277,71.579,576.426,0.1424,0.2444,0.0,7.9,8,0.0,16,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c8-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c8-ctx32768,8,32768,532.145,66.518,666.619,314.806,1518.236,1523.326,13.685,14.72,15.762,16.291,78.814,67.936,66.27,532.145,0.1556,0.2402,0.0,8.0,8,0.0,14,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c8-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c8-ctx65536,8,65536,538.622,67.328,925.153,395.688,2123.645,2129.967,13.537,13.92,15.713,16.207,76.857,71.84,66.228,538.622,0.1782,0.2996,0.0,8.0,8,0.0,16,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c8-ctx134144,8,134144,467.175,58.397,1907.125,711.367,3774.131,3779.188,16.175,16.233,17.882,18.762,62.839,61.602,55.593,467.175,0.2521,0.2322,0.0,7.9,8,0.0,9,0,False,False,False,60.41,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,bf16-dflash,phase3-matrix,4,c16-ctx0,16,0,878.049,54.878,228.324,215.131,288.173,288.734,17.937,17.973,19.433,20.238,55.954,55.64,55.973,878.049,0.2567,0.1805,0.0,15.9,16,0.0,16,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/A-bf16-dflash/phase3-matrix/run4/c16-ctx0.json
