experiment,build,config,phase,rep,cell,concurrency,context_tokens,aggregate_tps,per_request_avg_tps,ttft_avg_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,itl_avg_ms,itl_p50_ms,itl_p90_ms,itl_p99_ms,output_tps_per_user_avg,output_tps_per_user_p50,e2e_output_tps_per_user_avg,server_gen_throughput,server_utilization,spec_accept_rate,spec_accept_length,avg_running_reqs,max_running_reqs,queue_fraction,completed_request_count,num_errors,capacity_limited,underfilled,warmup_timed_out,measurement_seconds,source_file
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c4-ctx16384,4,16384,386.558,96.639,353.517,272.993,614.946,715.1,9.925,10.02,10.71,10.812,102.073,99.805,96.876,386.558,0.0304,0.598,0.0,4,4,0.0,11,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c4-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c4-ctx32768,4,32768,381.743,95.436,464.951,314.377,927.981,932.64,9.961,10.183,10.571,11.108,101.593,98.204,95.28,381.743,0.0391,0.5942,0.0,3.9,4,0.0,10,0,False,True,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c4-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c4-ctx65536,4,65536,368.989,92.247,839.865,593.762,1611.241,1614.8,10.593,10.566,11.098,11.208,94.49,94.643,90.985,368.989,0.0565,0.5586,0.0,3.9,4,0.0,8,0,False,True,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c4-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c4-ctx134144,4,134144,326.137,81.534,1507.805,1200.495,2765.087,2840.091,11.776,11.762,12.094,12.722,85.02,85.02,78.878,326.137,0.0885,0.4706,0.0,4.0,4,0.0,8,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c4-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c8-ctx0,8,0,768.987,96.123,139.657,121.673,175.629,222.392,10.09,10.258,10.618,10.704,99.555,97.489,96.325,768.987,0.0411,0.6541,0.0,8.0,8,0.0,24,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c8-ctx16384,8,16384,756.421,94.553,502.378,275.91,993.777,1231.337,10.437,10.349,10.943,11.088,95.946,96.625,92.218,756.421,0.0518,0.6195,0.0,8.0,8,0.0,16,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c8-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c8-ctx32768,8,32768,743.647,92.956,911.456,391.587,2156.24,2161.294,10.573,10.548,11.12,11.529,94.767,94.802,89.576,743.647,0.066,0.5158,0.0,8.0,8,0.0,16,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c8-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c8-ctx65536,8,65536,686.425,85.803,1499.354,954.245,3170.649,3174.862,11.245,11.173,12.04,12.536,89.169,89.513,82.587,686.425,0.081,0.469,0.0,7.9,8,0.0,16,0,False,False,False,60.26,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c8-ctx134144,8,134144,550.901,68.863,2041.556,1451.547,4825.823,4946.985,13.943,13.87,15.075,16.107,72.072,72.1,66.379,550.901,0.1114,0.5905,0.0,7.8,8,0.0,16,0,False,False,False,60.46,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c16-ctx0,16,0,1489.174,93.073,177.526,160.716,312.546,313.954,10.4,10.623,10.969,11.429,96.808,94.135,93.502,1489.174,0.0885,0.57,0.0,16.0,16,0.0,40,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c16-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c16-ctx16384,16,16384,1356.158,84.76,1186.877,487.637,3071.63,3073.682,11.622,11.628,12.37,13.023,86.313,85.997,81.705,1356.158,0.1023,0.5018,0.0,15.9,16,0.0,32,0,False,False,False,60.3,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c16-ctx32768,16,32768,1228.697,76.794,1166.253,470.259,3310.011,3320.244,12.759,12.88,13.648,14.329,78.636,77.637,73.623,1228.697,0.1102,0.5352,0.0,15.9,16,0.0,32,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c16-ctx65536,16,65536,1004.24,62.765,2734.021,1153.334,6363.978,6368.155,15.547,15.72,16.759,17.579,65.143,63.614,55.809,1004.24,0.1316,0.573,0.0,15.9,16,0.0,18,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c16-ctx134144,16,134144,713.395,44.587,6109.72,5768.076,10749.175,10759.346,21.099,21.213,22.794,23.706,47.609,47.142,39.18,713.395,0.1596,0.5351,0.0,15.5,16,0.0,16,0,False,True,False,60.04,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c32-ctx0,32,0,2152.174,67.255,253.483,173.425,450.565,451.779,14.579,14.628,15.679,16.187,68.877,68.364,67.701,2152.174,0.1644,0.5292,0.0,31.9,32,0.0,64,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c32-ctx16384,32,16384,1793.244,56.039,2316.775,757.307,5333.984,5338.039,17.737,17.648,19.185,19.818,56.561,56.663,50.334,1791.82,0.2094,0.5204,0.0,31.9,32,0.0,32,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c32-ctx32768,32,32768,1560.334,48.76,3418.675,1432.217,7582.052,7591.52,20.364,20.404,22.038,23.467,49.321,49.009,42.678,1560.334,0.2051,0.5161,0.0,31.8,32,0.0,32,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c32-ctx65536,32,65536,1203.162,37.599,5971.962,3582.511,11248.346,11672.018,27.207,26.629,32.899,36.101,37.526,37.553,32.629,1203.162,0.2153,0.5671,0.0,31.7,32,0.0,32,0,False,False,False,60.44,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,2,c32-ctx134144,32,134144,919.765,28.743,18327.829,22818.033,22912.637,22928.097,33.748,33.202,37.128,37.996,29.812,30.119,35.834,919.765,0.2659,0.5256,0.0,32.0,32,0.0,2,0,False,False,False,60.46,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run2/c32-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c1-ctx0,1,0,92.724,92.724,62.048,63.613,67.784,67.818,9.757,10.591,10.722,10.754,105.712,94.421,93.701,92.724,0.0051,0.3423,0.0,1,1,0.0,3,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c1-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c1-ctx16384,1,16384,95.584,95.584,213.571,213.82,214.702,214.829,9.469,10.28,10.481,10.517,109.189,97.286,95.625,95.584,0.013,0.4667,0.0,1.0,1,0.0,3,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c1-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c1-ctx32768,1,32768,99.571,99.571,264.687,264.596,265.331,265.502,9.822,9.661,10.191,10.379,101.932,103.515,99.804,99.571,0.0209,0.4386,0.0,1,1,0.0,3,0,False,False,False,60.28,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c1-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c1-ctx65536,1,65536,93.358,93.358,462.679,448.19,490.687,500.249,10.488,10.824,10.837,10.84,95.556,92.385,95.054,93.358,0.0375,0.5315,0.0,1.0,1,0.0,2,0,False,False,False,60.27,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c1-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c1-ctx134144,1,134144,84.588,84.588,774.437,775.715,778.247,778.817,11.435,11.423,11.677,11.734,87.487,87.541,83.675,84.588,0.0707,0.6162,0.0,1.0,1,0.0,2,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c1-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c2-ctx0,2,0,193.663,96.832,117.919,120.643,145.362,158.352,9.985,10.186,10.536,10.719,100.49,98.186,97.053,193.663,0.0103,0.5631,0.0,2,2,0.0,6,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c2-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c2-ctx16384,2,16384,188.792,94.396,272.227,246.708,324.777,395.668,9.851,10.341,10.577,10.587,104.257,96.699,94.648,188.692,0.0194,0.5315,0.0,2,2,0.0,5,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c2-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c2-ctx32768,2,32768,195.308,97.654,336.691,312.816,379.144,479.077,9.602,10.037,10.293,10.386,105.445,99.643,97.828,195.308,0.0265,0.5538,0.0,2.0,2,0.0,6,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c2-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c2-ctx65536,2,65536,183.789,91.895,577.441,542.685,714.339,811.733,10.644,10.679,10.896,10.914,93.996,93.643,90.942,183.789,0.0439,0.3874,0.0,2,2,0.0,4,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c2-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c2-ctx134144,2,134144,169.294,84.647,961.878,820.531,1273.016,1429.251,11.476,11.469,11.701,11.772,87.163,87.198,83.701,169.294,0.077,0.5657,0.0,2,2,0.0,4,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c2-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c4-ctx0,4,0,384.425,96.106,125.21,120.98,162.822,163.487,9.979,10.156,10.709,10.816,100.98,98.466,96.403,384.425,0.0205,0.6514,0.0,4.0,4,0.0,12,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c4-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c4-ctx16384,4,16384,384.607,96.152,366.348,272.834,733.19,734.261,9.83,10.124,10.629,10.905,102.996,98.771,95.915,384.607,0.0304,0.7912,0.0,4.0,4,0.0,11,0,False,False,False,60.26,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c4-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c4-ctx32768,4,32768,373.839,93.46,458.029,317.043,805.44,889.77,10.521,10.481,11.021,15.786,99.763,95.408,93.957,378.329,0.0391,0.4636,0.0,4,5,0.0,10,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c4-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c4-ctx65536,4,65536,358.465,89.616,777.763,587.847,1253.771,1478.25,10.914,10.896,11.267,11.378,91.678,91.779,88.401,358.465,0.0565,0.4468,0.0,4.0,4,0.0,8,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c4-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c4-ctx134144,4,134144,329.013,82.253,1460.275,958.879,2830.002,2835.438,11.73,11.691,12.197,12.234,85.318,85.533,79.589,329.013,0.0893,0.5703,0.0,3.9,4,0.0,8,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c4-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c8-ctx0,8,0,758.445,94.806,145.704,122.171,242.333,243.107,10.131,10.326,10.877,11.139,99.64,96.847,95.02,758.445,0.0419,0.6034,0.0,8.0,8,0.0,23,0,False,False,False,60.28,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c8-ctx16384,8,16384,756.586,94.573,640.549,276.36,1598.916,1599.851,10.279,10.428,10.883,11.339,98.145,95.9,92.754,756.586,0.0565,0.5509,0.0,8.0,8,0.0,18,0,False,False,False,60.24,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c8-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c8-ctx32768,8,32768,723.745,90.468,869.446,432.502,1982.898,1984.731,10.807,10.759,11.434,11.865,92.725,92.951,87.392,728.134,0.066,0.5259,0.0,8.0,9,0.0,16,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c8-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c8-ctx65536,8,65536,684.351,85.544,1128.798,860.193,2379.634,2385.726,11.335,11.482,11.873,12.227,88.421,87.092,82.063,684.351,0.0814,0.525,0.0,7.9,8,0.0,16,0,False,False,False,60.33,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c8-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c8-ctx134144,8,134144,547.051,68.381,2192.343,1196.677,5101.551,5392.852,13.979,13.886,15.538,17.44,72.843,72.017,65.366,547.051,0.1094,0.6456,0.0,7.9,8,0.0,16,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c8-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c16-ctx0,16,0,1481.523,92.595,176.165,154.022,296.725,297.901,10.611,10.694,11.08,12.701,94.982,93.514,93.191,1481.523,0.0901,0.556,0.0,16.0,16,0.0,38,0,False,False,False,60.28,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c16-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c16-ctx16384,16,16384,1387.09,86.693,1163.315,398.886,2984.049,2986.582,11.311,11.383,12.09,12.757,88.702,87.852,82.713,1387.09,0.1047,0.5583,0.0,15.9,16,0.0,32,0,False,False,False,60.36,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c16-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c16-ctx32768,16,32768,1181.86,73.866,1431.138,539.171,3533.603,3538.286,13.181,13.203,14.233,14.569,76.146,75.74,70.76,1181.86,0.1063,0.5299,0.0,15.9,16,0.0,32,0,False,False,False,60.38,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c16-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c16-ctx65536,16,65536,1006.682,62.918,3171.792,1661.009,5865.996,6277.661,15.476,15.439,16.607,16.919,64.827,64.772,55.801,1006.682,0.1272,0.5345,0.0,15.8,16,0.0,17,0,False,False,False,60.45,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c16-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c16-ctx134144,16,134144,704.855,44.053,6869.176,5222.478,11674.607,11685.769,21.251,20.907,23.286,23.807,47.259,47.832,37.769,707.222,0.1592,0.6204,0.0,15.6,17,0.0,16,0,False,True,False,60.42,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c16-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c32-ctx0,32,0,2145.802,67.056,252.281,203.237,422.762,424.813,14.599,14.685,15.457,16.13,68.741,68.095,67.52,2145.802,0.1644,0.5108,0.0,31.9,32,0.0,64,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c32-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c32-ctx16384,32,16384,1796.983,56.156,2564.583,999.313,5381.143,5384.25,17.628,17.47,19.13,19.919,56.951,57.239,50.405,1796.983,0.2027,0.5389,0.0,31.8,32,0.0,32,0,False,False,False,60.37,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c32-ctx16k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c32-ctx32768,32,32768,1600.382,50.012,3739.064,1830.314,7157.461,7163.664,19.747,19.789,21.321,22.161,50.832,50.533,43.761,1600.382,0.2051,0.5297,0.0,31.9,32,0.0,32,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c32-ctx32k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c32-ctx65536,32,65536,1216.975,38.03,5289.852,1692.628,11693.256,11711.351,26.879,25.897,31.627,33.661,37.778,38.615,33.218,1216.975,0.2141,0.5339,0.0,31.7,32,0.0,32,0,False,False,False,60.35,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c32-ctx64k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,3,c32-ctx134144,32,134144,903.054,28.22,19873.044,22795.51,22846.764,22857.395,33.783,33.186,37.013,38.658,29.752,30.134,37.289,903.054,0.2663,0.4867,0.0,32.0,32,0.0,1,0,False,False,False,60.41,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run3/c32-ctx131k.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,4,c1-ctx0,1,0,95.779,95.779,67.137,68.964,69.489,69.605,10.063,10.144,10.78,11.002,99.938,98.581,95.698,95.779,0.0051,0.7568,0.0,1,1,0.0,3,0,False,False,False,60.34,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run4/c1-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,4,c2-ctx0,2,0,195.036,97.518,106.73,120.497,121.008,121.103,9.98,10.114,10.359,10.498,100.541,98.871,97.51,195.036,0.0103,0.5482,0.0,2.0,2,0.0,6,0,False,False,False,60.31,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run4/c2-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,4,c4-ctx0,4,0,384.874,96.219,128.92,120.866,170.733,206.234,9.985,10.315,10.669,10.947,100.784,96.963,96.021,384.709,0.0205,0.773,0.0,4,4,0.0,12,0,False,False,False,60.32,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run4/c4-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,4,c8-ctx0,8,0,753.226,94.153,145.139,123.558,198.074,198.868,10.114,10.413,10.885,11.1,99.93,96.031,94.973,753.226,0.0419,0.6858,0.0,8,8,0.0,23,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run4/c8-ctx0.json
exp-09-v13-kitchen-sink,harness-v0.4.8,fp8-mtp3,phase3-matrix,4,c16-ctx0,16,0,1479.983,92.499,175.021,140.578,276.398,277.423,10.54,10.645,11.117,11.761,95.405,93.94,93.297,1479.983,0.0051,0.5441,0.0,15.9,16,0.0,37,0,False,False,False,60.29,sweeps/v13-kitchen-sink-bf16dflash-and-fp8mtp3/B-fp8-mtp3/phase3-matrix/run4/c16-ctx0.json
